cleveland & 0.66 & 0.65 & 0.65 & 0.44 & 0.44 & 0.5 & 0.67 & 0.67 & 0.65 & 0.45 & 0.45 & 0.53 \\
hungarian & 0.77 & 0.80 & 0.80 & 0.70 & 0.70 & 0.72 & 0.69 & 0.77 & 0.78 & 0.70 & 0.70 & 0.71 \\
long_beach & 0.83 & 0.78 & 0.81 & 0.8 & 0.83 & 0.85 & 0.71 & 0.71 & 0.71 & 0.75 & 0.75 & 0.75 \\
switzerland & 0.97 & 0.94 & 0.94 & 0.97 & 0.97 & 0.97 & 0.97 & 0.97 & 0.97 & 0.97 & 0.97 & 0.97 \\
all & 0.77 & 0.76 & 0.76 & 0.58 & 0.59 & 0.70 & 0.79 & 0.77 & 0.77 & 0.61 & 0.62 & 0.70 \\
