cleveland & 0.77 & 0.75 & 0.76 & 0.48 & 0.77 & 0.73 & 0.79 & 0.79 & 0.79 & 0.48 & 0.82 & 0.70 \\
hungarian & 0.86 & 0.88 & 0.88 & 0.80 & 0.82 & 0.77 & 0.85 & 0.84 & 0.84 & 0.81 & 0.78 & 0.75 \\
long_beach & 0.75 & 0.7 & 0.68 & 0.8 & 0.81 & 0.63 & 0.73 & 0.7 & 0.68 & 0.75 & 0.76 & 0.58 \\
switzerland & 0.91 & 0.75 & 0.75 & 0.97 & 0.91 & 0.75 & 0.97 & 0.86 & 0.81 & 0.97 & 0.97 & 0.86 \\
all & 0.77 & 0.76 & 0.76 & 0.80 & 0.80 & 0.79 & 0.83 & 0.82 & 0.80 & 0.81 & 0.83 & 0.79 \\
