cleveland & 0.78 & 0.76 & 0.76 & 0.44 & 0.55 & 0.72 & 0.82 & 0.83 & 0.83 & 0.45 & 0.47 & 0.75 \\
hungarian & 0.84 & 0.86 & 0.86 & 0.70 & 0.70 & 0.77 & 0.82 & 0.82 & 0.81 & 0.70 & 0.71 & 0.78 \\
long_beach & 0.68 & 0.7 & 0.68 & 0.8 & 0.8 & 0.81 & 0.7 & 0.66 & 0.7 & 0.75 & 0.75 & 0.75 \\
switzerland & 0.78 & 0.70 & 0.70 & 0.97 & 0.97 & 0.81 & 0.94 & 0.83 & 0.81 & 0.97 & 0.97 & 0.97 \\
all & 0.77 & 0.76 & 0.69 & 0.64 & 0.68 & 0.73 & 0.83 & 0.82 & 0.83 & 0.60 & 0.74 & 0.75 \\
